termid,docid
3,7905
4,9878
11,6923
36,8562
38,6647
42,5150
44,2329
64,3565
70,4329
75,5177
77,5310
97,8160
105,2913
118,2359
119,2804
136,6114
153,8581
154,5758
165,7203
200,5568
221,3380
236,6610
242,5571
259,4637
272,7025
274,2082
286,6631
288,8291
290,6605
315,7894
317,7012
325,1503
328,9173
337,11
356,9588
371,8158
383,5412
407,6421
416,7636
418,727
419,5976
422,175
422,6612
435,4907
441,3787
467,8241
475,7510
492,5380
506,2111
521,1063
522,7396
532,4528
539,3365
543,6474
551,7674
580,4161
588,724
597,4683
599,7278
602,2691
612,9920
618,976
656,8769
667,2597
675,4917
677,8294
684,8608
693,8294
718,4868
736,3570
749,8418
751,4408
757,7611
771,779
775,5096
779,5885
798,6172
811,5596
815,9768
822,8088
838,6386
841,7200
842,5793
850,3924
854,8883
858,3592
874,6196
875,7048
906,5326
911,6698
916,1591
925,9853
929,9300
933,3041
959,8689
974,6405
996,4469
1010,6840
1014,6486
1015,1153
1028,6571
1036,1703
1041,2003
1044,7261
1048,4605
1054,2102
1072,8253
1117,9776
1135,9736
1146,3404
1179,3872
1183,6420
1189,3398
1192,5420
1215,3624
1233,2750
1237,7655
1240,1549
1264,7551
1264,480
1267,5848
1282,4015
1311,393
1316,1136
1319,4758
1354,6248
1376,7117
1377,2657
1383,5357
1389,7924
1420,7424
1448,360
1468,3303
1469,4203
1481,6541
1492,5168
1493,6152
1500,4222
1507,5334
1520,5972
1548,8442
1573,7191
1590,9797
1596,4898
1615,7695
1620,5462
1624,2346
1649,5978
1654,2859
1658,6557
1664,3795
1669,9111
1686,5616
1694,4412
1697,4483
1707,647
1715,6596
1721,8856
1759,7541
1770,4523
1771,2112
1782,9993
1802,2937
1812,4106
1827,7820
1831,8971
1835,9878
1851,9257
1854,22
1864,8351
1865,2776
1867,4553
1879,3370
1885,6231
1892,1911
1907,4316
1922,3485
1948,2536
1962,2546
1972,9852
1980,596
1983,6695
1989,6021
1989,3768
1999,396
2014,7060
2031,1462
2034,6432
2037,7216
2041,1175
2047,3156
2092,7558
2099,5030
2101,497
2116,399
2137,4758
2140,9725
2141,2677
2150,5342
2150,5611
2152,2466
2169,7273
2177,7993
2182,9548
2208,9234
2213,6223
2218,143
2219,3428
2221,3347
2230,9584
2231,8683
2232,5063
2240,839
2252,1212
2257,8845
2283,8154
2286,3008
2297,5792
2299,8813
2303,6161
2308,4924
2321,510
2334,4617
2337,6115
2343,1659
2353,1455
2363,7206
2364,1931
2366,9965
2388,2942
2411,3986
2413,1319
2429,2792
2436,966
2442,4609
2464,1612
2465,5857
2466,9942
2484,4113
2490,1692
2496,6253
2502,1876
2503,3877
2555,1337
2567,6390
2571,5332
2578,3137
2584,6920
2584,7773
2603,6654
2611,4662
2632,1742
2650,1776
2662,6972
2663,1708
2668,7731
2669,5275
2693,2910
2694,3018
2721,1189
2727,4641
2729,9018
2753,4097
2761,6590
2777,1498
2809,8158
2811,3605
2831,4595
2872,2725
2878,7230
2889,2762
2901,7329
2914,7172
2917,1135
2928,7163
2940,2873
2945,8467
2949,800
2953,8368
2957,6999
2969,5443
2983,4863
2986,5189
